p1_rank,p2_rank,p1_win_rate,p2_win_rate,court_type,weather,match_duration_minutes,winner,p1_id,p2_id
28,60,0.22,0.48,Indoor,N/A,60,Player 2,P1013,P1005
76,112,0.49,0.61,Indoor,N/A,51,Player 1,P1007,P1020
68,69,0.74,0.49,Outdoor,Cloudy,53,Player 1,P1014,P1007
98,82,0.7,0.34,Outdoor,Windy,66,Player 2,P1011,P1017
98,125,0.7,0.19,Outdoor,Windy,58,Player 1,P1011,P1009
68,108,0.74,0.36,Outdoor,Sunny,43,Player 1,P1014,P1019
115,69,0.36,0.49,Indoor,N/A,45,Player 1,P1019,P1007
47,177,0.58,0.4,Indoor,N/A,28,Player 2,P1006,P1016
132,61,0.19,0.74,Outdoor,Cloudy,42,Player 2,P1009,P1014
115,61,0.36,0.74,Indoor,N/A,60,Player 2,P1019,P1014
137,112,0.67,0.61,Outdoor,Windy,48,Player 1,P1003,P1020
140,125,0.43,0.19,Outdoor,Windy,47,Player 2,P1015,P1009
125,69,0.66,0.49,Outdoor,Sunny,53,Player 1,P1010,P1007
184,125,0.4,0.19,Indoor,N/A,47,Player 2,P1016,P1009
115,133,0.36,0.43,Outdoor,Windy,60,Player 2,P1019,P1015
137,61,0.67,0.74,Outdoor,Sunny,47,Player 2,P1003,P1014
99,69,0.73,0.49,Indoor,N/A,61,Player 1,P1002,P1007
47,69,0.58,0.49,Indoor,N/A,58,Player 1,P1006,P1007
47,60,0.58,0.48,Outdoor,Sunny,60,Player 2,P1006,P1005
193,60,0.3,0.48,Outdoor,Windy,46,Player 2,P1004,P1005
169,21,0.74,0.22,Indoor,N/A,33,Player 2,P1001,P1013
119,82,0.61,0.34,Outdoor,Cloudy,42,Player 2,P1020,P1017
99,162,0.73,0.74,Outdoor,Windy,41,Player 1,P1002,P1001
47,130,0.58,0.67,Outdoor,Cloudy,43,Player 1,P1006,P1003
148,40,0.38,0.58,Indoor,N/A,46,Player 2,P1008,P1006
28,162,0.22,0.74,Indoor,N/A,46,Player 1,P1013,P1001
115,92,0.36,0.73,Indoor,N/A,53,Player 2,P1019,P1002
148,130,0.38,0.67,Indoor,N/A,67,Player 2,P1008,P1003
181,141,0.78,0.38,Indoor,N/A,43,Player 1,P1018,P1008
184,133,0.4,0.43,Outdoor,Windy,60,Player 2,P1016,P1015
181,61,0.78,0.74,Outdoor,Windy,46,Player 2,P1018,P1014
28,187,0.22,0.23,Outdoor,Cloudy,25,Player 1,P1013,P1012
28,118,0.22,0.66,Outdoor,Sunny,52,Player 1,P1013,P1010
119,174,0.61,0.78,Indoor,N/A,41,Player 2,P1020,P1018
89,118,0.34,0.66,Outdoor,Windy,62,Player 1,P1017,P1010
169,112,0.74,0.61,Outdoor,Cloudy,51,Player 2,P1001,P1020
76,60,0.49,0.48,Outdoor,Windy,53,Player 1,P1007,P1005
148,69,0.38,0.49,Outdoor,Windy,40,Player 2,P1008,P1007
99,174,0.73,0.78,Outdoor,Sunny,53,Player 1,P1002,P1018
132,187,0.19,0.23,Outdoor,Sunny,52,Player 2,P1009,P1012
125,91,0.66,0.7,Indoor,N/A,54,Player 1,P1010,P1011
169,118,0.74,0.66,Indoor,N/A,54,Player 2,P1001,P1010
76,21,0.49,0.22,Indoor,N/A,40,Player 1,P1007,P1013
181,60,0.78,0.48,Outdoor,Sunny,46,Player 2,P1018,P1005
132,82,0.19,0.34,Outdoor,Cloudy,60,Player 1,P1009,P1017
99,112,0.73,0.61,Outdoor,Sunny,60,Player 2,P1002,P1020
119,118,0.61,0.66,Outdoor,Sunny,71,Player 2,P1020,P1010
98,133,0.7,0.43,Outdoor,Cloudy,55,Player 1,P1011,P1015
67,118,0.48,0.66,Indoor,N/A,42,Player 1,P1005,P1010
193,108,0.3,0.36,Outdoor,Sunny,37,Player 2,P1004,P1019
98,118,0.7,0.66,Outdoor,Sunny,56,Player 1,P1011,P1010
140,130,0.43,0.67,Indoor,N/A,63,Player 2,P1015,P1003
194,82,0.23,0.34,Indoor,N/A,46,Player 1,P1012,P1017
125,112,0.66,0.61,Indoor,N/A,52,Player 1,P1010,P1020
125,177,0.66,0.4,Indoor,N/A,43,Player 1,P1010,P1016
137,177,0.67,0.4,Indoor,N/A,49,Player 1,P1003,P1016
115,61,0.36,0.74,Outdoor,Windy,62,Player 2,P1019,P1014
194,21,0.23,0.22,Outdoor,Windy,25,Player 2,P1012,P1013
68,69,0.74,0.49,Outdoor,Cloudy,62,Player 2,P1014,P1007
140,118,0.43,0.66,Indoor,N/A,53,Player 1,P1015,P1010
193,125,0.3,0.19,Outdoor,Sunny,49,Player 2,P1004,P1009
47,187,0.58,0.23,Outdoor,Sunny,26,Player 1,P1006,P1012
119,61,0.61,0.74,Outdoor,Sunny,50,Player 1,P1020,P1014
119,187,0.61,0.23,Indoor,N/A,53,Player 1,P1020,P1012
76,162,0.49,0.74,Outdoor,Sunny,44,Player 2,P1007,P1001
67,108,0.48,0.36,Indoor,N/A,61,Player 1,P1005,P1019
184,118,0.4,0.66,Outdoor,Cloudy,54,Player 1,P1016,P1010
181,125,0.78,0.19,Indoor,N/A,40,Player 2,P1018,P1009
193,174,0.3,0.78,Indoor,N/A,50,Player 2,P1004,P1018
68,187,0.74,0.23,Indoor,N/A,43,Player 1,P1014,P1012
169,92,0.74,0.73,Outdoor,Cloudy,49,Player 2,P1001,P1002
184,92,0.4,0.73,Outdoor,Cloudy,41,Player 2,P1016,P1002
68,125,0.74,0.19,Indoor,N/A,46,Player 1,P1014,P1009
184,61,0.4,0.74,Indoor,N/A,27,Player 2,P1016,P1014
193,112,0.3,0.61,Outdoor,Sunny,44,Player 2,P1004,P1020
119,133,0.61,0.43,Indoor,N/A,57,Player 1,P1020,P1015
169,177,0.74,0.4,Outdoor,Windy,65,Player 1,P1001,P1016
67,174,0.48,0.78,Indoor,N/A,48,Player 1,P1005,P1018
98,187,0.7,0.23,Indoor,N/A,34,Player 1,P1011,P1012
169,61,0.74,0.74,Indoor,N/A,47,Player 2,P1001,P1014
76,60,0.49,0.48,Outdoor,Sunny,67,Player 2,P1007,P1005
76,162,0.49,0.74,Outdoor,Sunny,33,Player 1,P1007,P1001
193,133,0.3,0.43,Indoor,N/A,45,Player 2,P1004,P1015
68,174,0.74,0.78,Indoor,N/A,33,Player 1,P1014,P1018
89,177,0.34,0.4,Indoor,N/A,37,Player 2,P1017,P1016
125,186,0.66,0.3,Indoor,N/A,60,Player 1,P1010,P1004
119,177,0.61,0.4,Outdoor,Sunny,59,Player 1,P1020,P1016
194,108,0.23,0.36,Outdoor,Windy,37,Player 2,P1012,P1019
148,61,0.38,0.74,Indoor,N/A,43,Player 2,P1008,P1014
68,187,0.74,0.23,Indoor,N/A,32,Player 1,P1014,P1012
68,177,0.74,0.4,Indoor,N/A,52,Player 1,P1014,P1016
89,118,0.34,0.66,Outdoor,Windy,63,Player 2,P1017,P1010
137,177,0.67,0.4,Outdoor,Cloudy,44,Player 2,P1003,P1016
140,40,0.43,0.58,Indoor,N/A,36,Player 2,P1015,P1006
181,186,0.78,0.3,Outdoor,Cloudy,54,Player 2,P1018,P1004
193,21,0.3,0.22,Indoor,N/A,34,Player 2,P1004,P1013
99,118,0.73,0.66,Outdoor,Windy,67,Player 1,P1002,P1010
125,130,0.66,0.67,Outdoor,Windy,63,Player 1,P1010,P1003
99,187,0.73,0.23,Indoor,N/A,34,Player 1,P1002,P1012
68,40,0.74,0.58,Outdoor,Sunny,62,Player 1,P1014,P1006
98,141,0.7,0.38,Indoor,N/A,50,Player 1,P1011,P1008
28,187,0.22,0.23,Outdoor,Cloudy,34,Player 1,P1013,P1012
76,186,0.49,0.3,Indoor,N/A,33,Player 1,P1007,P1004
68,125,0.74,0.19,Indoor,N/A,60,Player 1,P1014,P1009
119,130,0.61,0.67,Indoor,N/A,65,Player 1,P1020,P1003
169,133,0.74,0.43,Outdoor,Cloudy,54,Player 1,P1001,P1015
132,91,0.19,0.7,Outdoor,Windy,45,Player 2,P1009,P1011
137,112,0.67,0.61,Outdoor,Sunny,53,Player 1,P1003,P1020
148,69,0.38,0.49,Indoor,N/A,51,Player 2,P1008,P1007
181,125,0.78,0.19,Outdoor,Windy,59,Player 1,P1018,P1009
99,40,0.73,0.58,Indoor,N/A,51,Player 1,P1002,P1006
28,118,0.22,0.66,Outdoor,Cloudy,39,Player 1,P1013,P1010
137,118,0.67,0.66,Indoor,N/A,46,Player 2,P1003,P1010
132,61,0.19,0.74,Indoor,N/A,40,Player 2,P1009,P1014
115,174,0.36,0.78,Outdoor,Sunny,58,Player 2,P1019,P1018
125,21,0.66,0.22,Outdoor,Windy,39,Player 2,P1010,P1013
99,40,0.73,0.58,Outdoor,Windy,55,Player 1,P1002,P1006
132,108,0.19,0.36,Outdoor,Cloudy,45,Player 2,P1009,P1019
68,141,0.74,0.38,Outdoor,Sunny,56,Player 1,P1014,P1008
28,61,0.22,0.74,Outdoor,Sunny,53,Player 1,P1013,P1014
193,82,0.3,0.34,Outdoor,Windy,29,Player 2,P1004,P1017
68,82,0.74,0.34,Outdoor,Sunny,51,Player 1,P1014,P1017
140,141,0.43,0.38,Indoor,N/A,55,Player 1,P1015,P1008
28,177,0.22,0.4,Indoor,N/A,25,Player 1,P1013,P1016
47,69,0.58,0.49,Outdoor,Windy,54,Player 1,P1006,P1007
140,21,0.43,0.22,Indoor,N/A,30,Player 2,P1015,P1013
184,118,0.4,0.66,Outdoor,Windy,47,Player 2,P1016,P1010
98,162,0.7,0.74,Outdoor,Windy,44,Player 2,P1011,P1001
193,108,0.3,0.36,Outdoor,Cloudy,34,Player 2,P1004,P1019
115,118,0.36,0.66,Indoor,N/A,59,Player 2,P1019,P1010
89,108,0.34,0.36,Outdoor,Cloudy,48,Player 2,P1017,P1019
28,125,0.22,0.19,Outdoor,Sunny,31,Player 1,P1013,P1009
47,21,0.58,0.22,Indoor,N/A,60,Player 2,P1006,P1013
125,61,0.66,0.74,Indoor,N/A,52,Player 1,P1010,P1014
132,61,0.19,0.74,Indoor,N/A,57,Player 2,P1009,P1014
140,162,0.43,0.74,Outdoor,Sunny,58,Player 2,P1015,P1001
193,177,0.3,0.4,Indoor,N/A,48,Player 2,P1004,P1016
68,92,0.74,0.73,Outdoor,Cloudy,57,Player 2,P1014,P1002
169,92,0.74,0.73,Outdoor,Sunny,48,Player 1,P1001,P1002
137,133,0.67,0.43,Outdoor,Sunny,65,Player 2,P1003,P1015
89,177,0.34,0.4,Indoor,N/A,45,Player 2,P1017,P1016
194,69,0.23,0.49,Indoor,N/A,36,Player 2,P1012,P1007
194,82,0.23,0.34,Indoor,N/A,47,Player 1,P1012,P1017
184,186,0.4,0.3,Outdoor,Sunny,60,Player 1,P1016,P1004
148,162,0.38,0.74,Indoor,N/A,65,Player 2,P1008,P1001
67,108,0.48,0.36,Outdoor,Cloudy,63,Player 1,P1005,P1019
119,61,0.61,0.74,Outdoor,Sunny,54,Player 2,P1020,P1014
184,112,0.4,0.61,Indoor,N/A,58,Player 2,P1016,P1020
184,187,0.4,0.23,Outdoor,Cloudy,56,Player 1,P1016,P1012
184,186,0.4,0.3,Outdoor,Windy,71,Player 1,P1016,P1004
132,162,0.19,0.74,Outdoor,Sunny,63,Player 2,P1009,P1001
89,40,0.34,0.58,Indoor,N/A,53,Player 2,P1017,P1006
148,69,0.38,0.49,Outdoor,Sunny,48,Player 2,P1008,P1007
132,162,0.19,0.74,Indoor,N/A,61,Player 2,P1009,P1001
193,91,0.3,0.7,Outdoor,Windy,52,Player 2,P1004,P1011
89,133,0.34,0.43,Outdoor,Sunny,45,Player 1,P1017,P1015
89,91,0.34,0.7,Outdoor,Windy,60,Player 2,P1017,P1011
67,21,0.48,0.22,Outdoor,Sunny,45,Player 1,P1005,P1013
115,174,0.36,0.78,Outdoor,Cloudy,42,Player 1,P1019,P1018
67,186,0.48,0.3,Outdoor,Cloudy,27,Player 1,P1005,P1004
148,118,0.38,0.66,Indoor,N/A,59,Player 1,P1008,P1010
181,162,0.78,0.74,Outdoor,Cloudy,70,Player 2,P1018,P1001
148,61,0.38,0.74,Outdoor,Windy,35,Player 2,P1008,P1014
98,61,0.7,0.74,Indoor,N/A,60,Player 1,P1011,P1014
181,187,0.78,0.23,Outdoor,Cloudy,70,Player 1,P1018,P1012
125,108,0.66,0.36,Indoor,N/A,51,Player 2,P1010,P1019
140,69,0.43,0.49,Indoor,N/A,38,Player 1,P1015,P1007
99,130,0.73,0.67,Outdoor,Windy,63,Player 2,P1002,P1003
193,108,0.3,0.36,Outdoor,Windy,36,Player 2,P1004,P1019
140,162,0.43,0.74,Outdoor,Cloudy,47,Player 2,P1015,P1001
125,186,0.66,0.3,Indoor,N/A,42,Player 1,P1010,P1004
137,108,0.67,0.36,Outdoor,Sunny,65,Player 1,P1003,P1019
115,92,0.36,0.73,Indoor,N/A,57,Player 2,P1019,P1002
137,177,0.67,0.4,Outdoor,Cloudy,46,Player 1,P1003,P1016
137,69,0.67,0.49,Indoor,N/A,49,Player 2,P1003,P1007
119,69,0.61,0.49,Outdoor,Sunny,44,Player 1,P1020,P1007
99,141,0.73,0.38,Outdoor,Windy,47,Player 1,P1002,P1008
169,118,0.74,0.66,Indoor,N/A,43,Player 2,P1001,P1010
132,91,0.19,0.7,Outdoor,Sunny,45,Player 2,P1009,P1011
89,21,0.34,0.22,Outdoor,Cloudy,57,Player 2,P1017,P1013
193,125,0.3,0.19,Outdoor,Windy,60,Player 1,P1004,P1009
125,92,0.66,0.73,Outdoor,Sunny,61,Player 1,P1010,P1002
132,118,0.19,0.66,Outdoor,Windy,69,Player 2,P1009,P1010
148,61,0.38,0.74,Outdoor,Cloudy,32,Player 2,P1008,P1014
181,61,0.78,0.74,Outdoor,Sunny,26,Player 2,P1018,P1014
99,130,0.73,0.67,Indoor,N/A,52,Player 1,P1002,P1003
184,125,0.4,0.19,Indoor,N/A,45,Player 1,P1016,P1009
148,130,0.38,0.67,Outdoor,Windy,58,Player 2,P1008,P1003
47,187,0.58,0.23,Indoor,N/A,26,Player 1,P1006,P1012
132,21,0.19,0.22,Outdoor,Sunny,43,Player 2,P1009,P1013
119,162,0.61,0.74,Outdoor,Cloudy,48,Player 1,P1020,P1001
76,21,0.49,0.22,Indoor,N/A,52,Player 1,P1007,P1013
125,21,0.66,0.22,Indoor,N/A,52,Player 2,P1010,P1013
115,60,0.36,0.48,Indoor,N/A,39,Player 1,P1019,P1005
169,174,0.74,0.78,Indoor,N/A,56,Player 2,P1001,P1018
68,141,0.74,0.38,Indoor,N/A,55,Player 1,P1014,P1008
47,92,0.58,0.73,Indoor,N/A,59,Player 2,P1006,P1002
181,61,0.78,0.74,Outdoor,Windy,50,Player 2,P1018,P1014
67,40,0.48,0.58,Outdoor,Cloudy,62,Player 2,P1005,P1006
28,186,0.22,0.3,Outdoor,Sunny,37,Player 1,P1013,P1004
181,125,0.78,0.19,Outdoor,Windy,59,Player 2,P1018,P1009
115,21,0.36,0.22,Indoor,N/A,31,Player 1,P1019,P1013
169,69,0.74,0.49,Outdoor,Sunny,45,Player 2,P1001,P1007
76,174,0.49,0.78,Outdoor,Sunny,42,Player 1,P1007,P1018
181,118,0.78,0.66,Indoor,N/A,61,Player 2,P1018,P1010
193,40,0.3,0.58,Indoor,N/A,43,Player 2,P1004,P1006
28,60,0.22,0.48,Outdoor,Cloudy,59,Player 1,P1013,P1005
125,162,0.66,0.74,Outdoor,Windy,48,Player 1,P1010,P1001
68,92,0.74,0.73,Outdoor,Cloudy,64,Player 1,P1014,P1002
76,186,0.49,0.3,Indoor,N/A,48,Player 1,P1007,P1004
68,174,0.74,0.78,Indoor,N/A,30,Player 2,P1014,P1018
67,174,0.48,0.78,Indoor,N/A,39,Player 2,P1005,P1018
125,91,0.66,0.7,Outdoor,Sunny,43,Player 2,P1010,P1011
140,92,0.43,0.73,Outdoor,Sunny,48,Player 2,P1015,P1002
132,130,0.19,0.67,Indoor,N/A,66,Player 1,P1009,P1003
47,125,0.58,0.19,Outdoor,Cloudy,39,Player 1,P1006,P1009
28,162,0.22,0.74,Indoor,N/A,44,Player 1,P1013,P1001
184,162,0.4,0.74,Outdoor,Windy,58,Player 1,P1016,P1001
148,60,0.38,0.48,Outdoor,Windy,51,Player 2,P1008,P1005
132,112,0.19,0.61,Indoor,N/A,56,Player 2,P1009,P1020
194,112,0.23,0.61,Indoor,N/A,56,Player 2,P1012,P1020
148,186,0.38,0.3,Outdoor,Sunny,42,Player 1,P1008,P1004
169,174,0.74,0.78,Indoor,N/A,54,Player 2,P1001,P1018
184,125,0.4,0.19,Indoor,N/A,57,Player 1,P1016,P1009
137,61,0.67,0.74,Outdoor,Windy,49,Player 2,P1003,P1014
115,130,0.36,0.67,Outdoor,Cloudy,62,Player 1,P1019,P1003
67,187,0.48,0.23,Outdoor,Sunny,39,Player 1,P1005,P1012
140,40,0.43,0.58,Outdoor,Windy,45,Player 2,P1015,P1006
125,133,0.66,0.43,Outdoor,Windy,57,Player 2,P1010,P1015
98,92,0.7,0.73,Outdoor,Cloudy,52,Player 1,P1011,P1002
169,60,0.74,0.48,Outdoor,Windy,42,Player 1,P1001,P1005
98,69,0.7,0.49,Outdoor,Sunny,51,Player 2,P1011,P1007
140,187,0.43,0.23,Indoor,N/A,49,Player 2,P1015,P1012
140,82,0.43,0.34,Outdoor,Windy,54,Player 2,P1015,P1017
169,91,0.74,0.7,Indoor,N/A,42,Player 1,P1001,P1011
67,174,0.48,0.78,Indoor,N/A,30,Player 1,P1005,P1018
132,61,0.19,0.74,Outdoor,Cloudy,50,Player 2,P1009,P1014
119,108,0.61,0.36,Outdoor,Sunny,60,Player 2,P1020,P1019
119,174,0.61,0.78,Outdoor,Sunny,62,Player 2,P1020,P1018
68,91,0.74,0.7,Indoor,N/A,62,Player 2,P1014,P1011
140,21,0.43,0.22,Outdoor,Sunny,36,Player 2,P1015,P1013
67,187,0.48,0.23,Indoor,N/A,43,Player 1,P1005,P1012
119,118,0.61,0.66,Outdoor,Sunny,66,Player 1,P1020,P1010
169,187,0.74,0.23,Outdoor,Sunny,64,Player 2,P1001,P1012
132,108,0.19,0.36,Indoor,N/A,49,Player 2,P1009,P1019
140,82,0.43,0.34,Indoor,N/A,42,Player 2,P1015,P1017
99,69,0.73,0.49,Indoor,N/A,49,Player 1,P1002,P1007
137,112,0.67,0.61,Outdoor,Windy,51,Player 2,P1003,P1020
194,108,0.23,0.36,Indoor,N/A,43,Player 1,P1012,P1019
181,92,0.78,0.73,Outdoor,Windy,43,Player 2,P1018,P1002
89,125,0.34,0.19,Outdoor,Windy,45,Player 2,P1017,P1009
140,187,0.43,0.23,Outdoor,Windy,57,Player 1,P1015,P1012
99,162,0.73,0.74,Outdoor,Sunny,60,Player 1,P1002,P1001
28,141,0.22,0.38,Outdoor,Windy,44,Player 1,P1013,P1008
194,61,0.23,0.74,Outdoor,Windy,35,Player 2,P1012,P1014
169,187,0.74,0.23,Indoor,N/A,64,Player 1,P1001,P1012
184,162,0.4,0.74,Outdoor,Sunny,63,Player 2,P1016,P1001
193,118,0.3,0.66,Outdoor,Windy,49,Player 2,P1004,P1010
184,82,0.4,0.34,Indoor,N/A,29,Player 2,P1016,P1017
99,91,0.73,0.7,Outdoor,Sunny,59,Player 1,P1002,P1011
119,69,0.61,0.49,Outdoor,Sunny,60,Player 2,P1020,P1007
76,91,0.49,0.7,Indoor,N/A,60,Player 1,P1007,P1011
76,91,0.49,0.7,Outdoor,Windy,48,Player 2,P1007,P1011
67,69,0.48,0.49,Outdoor,Cloudy,68,Player 1,P1005,P1007
125,133,0.66,0.43,Indoor,N/A,55,Player 1,P1010,P1015
89,118,0.34,0.66,Outdoor,Cloudy,67,Player 2,P1017,P1010
115,60,0.36,0.48,Outdoor,Cloudy,47,Player 2,P1019,P1005
194,60,0.23,0.48,Outdoor,Cloudy,28,Player 2,P1012,P1005
98,174,0.7,0.78,Outdoor,Windy,50,Player 2,P1011,P1018
89,61,0.34,0.74,Indoor,N/A,64,Player 1,P1017,P1014
68,187,0.74,0.23,Indoor,N/A,49,Player 1,P1014,P1012
67,112,0.48,0.61,Outdoor,Sunny,61,Player 2,P1005,P1020
193,112,0.3,0.61,Indoor,N/A,40,Player 2,P1004,P1020
194,108,0.23,0.36,Indoor,N/A,46,Player 1,P1012,P1019
169,40,0.74,0.58,Indoor,N/A,25,Player 1,P1001,P1006
140,92,0.43,0.73,Outdoor,Cloudy,47,Player 2,P1015,P1002
47,133,0.58,0.43,Outdoor,Sunny,41,Player 1,P1006,P1015
89,162,0.34,0.74,Outdoor,Cloudy,52,Player 1,P1017,P1001
89,92,0.34,0.73,Outdoor,Windy,60,Player 2,P1017,P1002
169,60,0.74,0.48,Indoor,N/A,44,Player 1,P1001,P1005
137,40,0.67,0.58,Indoor,N/A,49,Player 2,P1003,P1006
68,92,0.74,0.73,Outdoor,Sunny,64,Player 1,P1014,P1002
140,40,0.43,0.58,Outdoor,Cloudy,32,Player 2,P1015,P1006
89,187,0.34,0.23,Outdoor,Sunny,53,Player 1,P1017,P1012
98,162,0.7,0.74,Outdoor,Cloudy,61,Player 2,P1011,P1001
115,130,0.36,0.67,Indoor,N/A,69,Player 1,P1019,P1003
76,125,0.49,0.19,Indoor,N/A,43,Player 2,P1007,P1009
89,108,0.34,0.36,Outdoor,Cloudy,59,Player 2,P1017,P1019
28,69,0.22,0.49,Indoor,N/A,56,Player 2,P1013,P1007
193,162,0.3,0.74,Indoor,N/A,58,Player 2,P1004,P1001
184,91,0.4,0.7,Outdoor,Sunny,35,Player 2,P1016,P1011
125,133,0.66,0.43,Indoor,N/A,55,Player 2,P1010,P1015
140,40,0.43,0.58,Indoor,N/A,36,Player 2,P1015,P1006
125,162,0.66,0.74,Outdoor,Cloudy,52,Player 2,P1010,P1001
181,112,0.78,0.61,Outdoor,Sunny,48,Player 1,P1018,P1020
194,125,0.23,0.19,Indoor,N/A,49,Player 1,P1012,P1009
140,162,0.43,0.74,Outdoor,Sunny,65,Player 2,P1015,P1001
194,60,0.23,0.48,Outdoor,Sunny,33,Player 2,P1012,P1005
169,118,0.74,0.66,Outdoor,Windy,59,Player 1,P1001,P1010
132,61,0.19,0.74,Outdoor,Windy,43,Player 2,P1009,P1014
169,92,0.74,0.73,Indoor,N/A,39,Player 2,P1001,P1002
28,177,0.22,0.4,Outdoor,Sunny,30,Player 1,P1013,P1016
47,141,0.58,0.38,Outdoor,Cloudy,48,Player 1,P1006,P1008
68,108,0.74,0.36,Outdoor,Sunny,51,Player 1,P1014,P1019
67,82,0.48,0.34,Indoor,N/A,48,Player 1,P1005,P1017
89,40,0.34,0.58,Outdoor,Sunny,48,Player 2,P1017,P1006
194,130,0.23,0.67,Outdoor,Sunny,48,Player 2,P1012,P1003
119,92,0.61,0.73,Indoor,N/A,57,Player 1,P1020,P1002
169,187,0.74,0.23,Indoor,N/A,65,Player 1,P1001,P1012
184,118,0.4,0.66,Indoor,N/A,46,Player 1,P1016,P1010
99,108,0.73,0.36,Indoor,N/A,51,Player 1,P1002,P1019
68,186,0.74,0.3,Indoor,N/A,30,Player 1,P1014,P1004
28,108,0.22,0.36,Indoor,N/A,56,Player 1,P1013,P1019
184,60,0.4,0.48,Outdoor,Sunny,35,Player 2,P1016,P1005
28,91,0.22,0.7,Outdoor,Cloudy,56,Player 1,P1013,P1011
47,82,0.58,0.34,Indoor,N/A,60,Player 2,P1006,P1017
119,133,0.61,0.43,Indoor,N/A,54,Player 2,P1020,P1015
125,69,0.66,0.49,Indoor,N/A,39,Player 2,P1010,P1007
137,21,0.67,0.22,Indoor,N/A,44,Player 2,P1003,P1013
99,69,0.73,0.49,Outdoor,Windy,66,Player 2,P1002,P1007
115,174,0.36,0.78,Outdoor,Cloudy,38,Player 2,P1019,P1018
115,186,0.36,0.3,Outdoor,Sunny,36,Player 1,P1019,P1004
148,82,0.38,0.34,Outdoor,Cloudy,58,Player 2,P1008,P1017
68,118,0.74,0.66,Outdoor,Windy,54,Player 1,P1014,P1010
125,69,0.66,0.49,Indoor,N/A,59,Player 2,P1010,P1007
89,162,0.34,0.74,Indoor,N/A,43,Player 2,P1017,P1001
119,130,0.61,0.67,Indoor,N/A,70,Player 2,P1020,P1003
140,91,0.43,0.7,Outdoor,Windy,58,Player 1,P1015,P1011
181,82,0.78,0.34,Indoor,N/A,50,Player 2,P1018,P1017
98,177,0.7,0.4,Outdoor,Windy,39,Player 1,P1011,P1016
125,69,0.66,0.49,Outdoor,Windy,58,Player 2,P1010,P1007
181,177,0.78,0.4,Outdoor,Windy,51,Player 1,P1018,P1016
28,69,0.22,0.49,Indoor,N/A,63,Player 1,P1013,P1007
132,69,0.19,0.49,Outdoor,Windy,39,Player 2,P1009,P1007
148,40,0.38,0.58,Indoor,N/A,41,Player 2,P1008,P1006
140,60,0.43,0.48,Outdoor,Sunny,40,Player 2,P1015,P1005
98,177,0.7,0.4,Indoor,N/A,42,Player 1,P1011,P1016
119,69,0.61,0.49,Indoor,N/A,43,Player 1,P1020,P1007
99,130,0.73,0.67,Outdoor,Sunny,48,Player 2,P1002,P1003
181,69,0.78,0.49,Indoor,N/A,44,Player 1,P1018,P1007
76,125,0.49,0.19,Outdoor,Sunny,58,Player 1,P1007,P1009
89,108,0.34,0.36,Outdoor,Windy,58,Player 2,P1017,P1019
67,174,0.48,0.78,Outdoor,Cloudy,45,Player 1,P1005,P1018
181,21,0.78,0.22,Outdoor,Windy,42,Player 2,P1018,P1013
140,92,0.43,0.73,Outdoor,Cloudy,45,Player 2,P1015,P1002
47,125,0.58,0.19,Outdoor,Cloudy,44,Player 1,P1006,P1009
184,118,0.4,0.66,Outdoor,Cloudy,59,Player 1,P1016,P1010
119,82,0.61,0.34,Outdoor,Windy,62,Player 1,P1020,P1017
67,112,0.48,0.61,Outdoor,Sunny,56,Player 1,P1005,P1020
181,92,0.78,0.73,Outdoor,Cloudy,51,Player 2,P1018,P1002
47,60,0.58,0.48,Outdoor,Cloudy,50,Player 1,P1006,P1005
68,187,0.74,0.23,Indoor,N/A,37,Player 1,P1014,P1012
119,92,0.61,0.73,Indoor,N/A,67,Player 2,P1020,P1002
99,162,0.73,0.74,Outdoor,Cloudy,47,Player 2,P1002,P1001
89,162,0.34,0.74,Outdoor,Cloudy,54,Player 2,P1017,P1001
125,162,0.66,0.74,Outdoor,Windy,46,Player 2,P1010,P1001
148,174,0.38,0.78,Outdoor,Cloudy,58,Player 1,P1008,P1018
137,21,0.67,0.22,Outdoor,Sunny,49,Player 2,P1003,P1013
137,112,0.67,0.61,Outdoor,Windy,46,Player 1,P1003,P1020
115,21,0.36,0.22,Indoor,N/A,31,Player 2,P1019,P1013
169,133,0.74,0.43,Outdoor,Windy,47,Player 1,P1001,P1015
140,162,0.43,0.74,Outdoor,Cloudy,64,Player 1,P1015,P1001
76,40,0.49,0.58,Indoor,N/A,62,Player 2,P1007,P1006
125,130,0.66,0.67,Indoor,N/A,58,Player 1,P1010,P1003
76,118,0.49,0.66,Indoor,N/A,47,Player 1,P1007,P1010
184,92,0.4,0.73,Outdoor,Cloudy,32,Player 1,P1016,P1002
169,108,0.74,0.36,Indoor,N/A,42,Player 2,P1001,P1019
89,187,0.34,0.23,Outdoor,Sunny,47,Player 1,P1017,P1012
140,82,0.43,0.34,Outdoor,Windy,46,Player 2,P1015,P1017
89,187,0.34,0.23,Outdoor,Windy,43,Player 1,P1017,P1012
140,162,0.43,0.74,Outdoor,Windy,57,Player 2,P1015,P1001
99,133,0.73,0.43,Outdoor,Sunny,63,Player 2,P1002,P1015
194,125,0.23,0.19,Outdoor,Sunny,48,Player 2,P1012,P1009
98,162,0.7,0.74,Outdoor,Cloudy,53,Player 2,P1011,P1001
68,177,0.74,0.4,Outdoor,Windy,52,Player 1,P1014,P1016
